OG0001122	riftia	.	.	.	RPACG00000004247.1	NO HIT
OG0010533	riftia	GO:0016021^cellular_component^integral component of membrane`GO:0005886^cellular_component^plasma membrane`GO:0001594^molecular_function^trace-amine receptor activity	GO:0016021^cellular_component^integral component of membrane`GO:0005886^cellular_component^plasma membrane`GO:0001594^molecular_function^trace-amine receptor activity	GO:0004930^molecular_function^G protein-coupled receptor activity`GO:0007186^biological_process^G protein-coupled receptor signaling pathway`GO:0016021^cellular_component^integral component of membrane	RPACG00000009427.1	G-PROTEIN COUPLED RECEPTOR	K05051
OG0010533	riftia	GO:0016021^cellular_component^integral component of membrane`GO:0005886^cellular_component^plasma membrane`GO:0001594^molecular_function^trace-amine receptor activity	GO:0016021^cellular_component^integral component of membrane`GO:0005886^cellular_component^plasma membrane`GO:0001594^molecular_function^trace-amine receptor activity	GO:0004930^molecular_function^G protein-coupled receptor activity`GO:0007186^biological_process^G protein-coupled receptor signaling pathway`GO:0016021^cellular_component^integral component of membrane	RPACG00000009428.1	SUBFAMILY NOT NAMED	K04144
OG0010533	riftia	.	.	.	RPACG00000011431.1	ADENOSINE RECEPTOR HOMOLOG	
OG0010533	riftia	GO:0016021^cellular_component^integral component of membrane`GO:0005886^cellular_component^plasma membrane`GO:0001594^molecular_function^trace-amine receptor activity	GO:0016021^cellular_component^integral component of membrane`GO:0005886^cellular_component^plasma membrane`GO:0001594^molecular_function^trace-amine receptor activity	GO:0004930^molecular_function^G protein-coupled receptor activity`GO:0007186^biological_process^G protein-coupled receptor signaling pathway`GO:0016021^cellular_component^integral component of membrane	RPACG00000011433.1	SUBFAMILY NOT NAMED	K04144
OG0010533	riftia	GO:0016021^cellular_component^integral component of membrane`GO:0005886^cellular_component^plasma membrane`GO:0001594^molecular_function^trace-amine receptor activity	GO:0016021^cellular_component^integral component of membrane`GO:0005886^cellular_component^plasma membrane`GO:0001594^molecular_function^trace-amine receptor activity	GO:0004930^molecular_function^G protein-coupled receptor activity`GO:0007186^biological_process^G protein-coupled receptor signaling pathway`GO:0016021^cellular_component^integral component of membrane	RPACG00000031364.1	OCTOPAMINE RECEPTOR BETA-2R	K04144
OG0010534	riftia	.	.	.	RPACG00000001708.1	G PROTEIN-COUPLED RECEPTOR-RELATED	
OG0010534	riftia	GO:0005576^cellular_component^extracellular region`GO:0016020^cellular_component^membrane	GO:0005576^cellular_component^extracellular region`GO:0016020^cellular_component^membrane	GO:0016020^cellular_component^membrane`GO:0005044^molecular_function^scavenger receptor activity	RPACG00000001712.1	SUBFAMILY NOT NAMED	K13912
OG0010534	riftia	GO:0005576^cellular_component^extracellular region`GO:0016020^cellular_component^membrane	GO:0005576^cellular_component^extracellular region`GO:0016020^cellular_component^membrane	GO:0016020^cellular_component^membrane	RPACG00000012896.1	RT07201P-RELATED	
OG0011127	riftia	GO:0098978^cellular_component^glutamatergic synapse`GO:0016021^cellular_component^integral component of membrane`GO:0005886^cellular_component^plasma membrane`GO:0001609^molecular_function^G protein-coupled adenosine receptor activity`GO:0007189^biological_process^adenylate cyclase-activating G protein-coupled receptor signaling pathway`GO:0031668^biological_process^cellular response to extracellular stimulus`GO:0010753^biological_process^positive regulation of cGMP-mediated signaling`GO:0032722^biological_process^positive regulation of chemokine production`GO:0002882^biological_process^positive regulation of chronic inflammatory response to non-antigenic stimulus`GO:0031284^biological_process^positive regulation of guanylate cyclase activity`GO:0032755^biological_process^positive regulation of interleukin-6 production`GO:0043306^biological_process^positive regulation of mast cell degranulation`GO:0010575^biological_process^positive regulation of vascular endothelial growth factor production`GO:0060087^biological_process^relaxation of vascular associated smooth muscle	GO:0098978^cellular_component^glutamatergic synapse`GO:0016021^cellular_component^integral component of membrane`GO:0005886^cellular_component^plasma membrane`GO:0001609^molecular_function^G protein-coupled adenosine receptor activity`GO:0007189^biological_process^adenylate cyclase-activating G protein-coupled receptor signaling pathway`GO:0031668^biological_process^cellular response to extracellular stimulus`GO:0010753^biological_process^positive regulation of cGMP-mediated signaling`GO:0032722^biological_process^positive regulation of chemokine production`GO:0002882^biological_process^positive regulation of chronic inflammatory response to non-antigenic stimulus`GO:0031284^biological_process^positive regulation of guanylate cyclase activity`GO:0032755^biological_process^positive regulation of interleukin-6 production`GO:0043306^biological_process^positive regulation of mast cell degranulation`GO:0010575^biological_process^positive regulation of vascular endothelial growth factor production`GO:0060087^biological_process^relaxation of vascular associated smooth muscle	GO:0004930^molecular_function^G protein-coupled receptor activity`GO:0007186^biological_process^G protein-coupled receptor signaling pathway`GO:0016021^cellular_component^integral component of membrane	RPACG00000016755.1	HISTAMINE RECEPTOR-RELATED G-PROTEIN COUPLED RECEPTOR	K04134
OG0011127	riftia	GO:0005887^cellular_component^integral component of plasma membrane`GO:0004937^molecular_function^alpha1-adrenergic receptor activity`GO:0004930^molecular_function^G protein-coupled receptor activity`GO:0071880^biological_process^adenylate cyclase-activating adrenergic receptor signaling pathway`GO:0007267^biological_process^cell-cell signaling`GO:0007200^biological_process^phospholipase C-activating G protein-coupled receptor signaling pathway`GO:0007204^biological_process^positive regulation of cytosolic calcium ion concentration`GO:0001996^biological_process^positive regulation of heart rate by epinephrine-norepinephrine`GO:0043410^biological_process^positive regulation of MAPK cascade`GO:0045907^biological_process^positive regulation of vasoconstriction	GO:0005887^cellular_component^integral component of plasma membrane`GO:0004937^molecular_function^alpha1-adrenergic receptor activity`GO:0004930^molecular_function^G protein-coupled receptor activity`GO:0071880^biological_process^adenylate cyclase-activating adrenergic receptor signaling pathway`GO:0007267^biological_process^cell-cell signaling`GO:0007200^biological_process^phospholipase C-activating G protein-coupled receptor signaling pathway`GO:0007204^biological_process^positive regulation of cytosolic calcium ion concentration`GO:0001996^biological_process^positive regulation of heart rate by epinephrine-norepinephrine`GO:0043410^biological_process^positive regulation of MAPK cascade`GO:0045907^biological_process^positive regulation of vasoconstriction	GO:0004930^molecular_function^G protein-coupled receptor activity`GO:0007186^biological_process^G protein-coupled receptor signaling pathway`GO:0016021^cellular_component^integral component of membrane	RPACG00000022173.1	OLFACTORY RECEPTOR AND ADENOSINE RECEPTOR	K04134
OG0011127	riftia	GO:0016021^cellular_component^integral component of membrane`GO:0005886^cellular_component^plasma membrane`GO:0004940^molecular_function^beta1-adrenergic receptor activity`GO:0007189^biological_process^adenylate cyclase-activating G protein-coupled receptor signaling pathway`GO:0045823^biological_process^positive regulation of heart contraction	GO:0016021^cellular_component^integral component of membrane`GO:0005886^cellular_component^plasma membrane`GO:0004940^molecular_function^beta1-adrenergic receptor activity`GO:0007189^biological_process^adenylate cyclase-activating G protein-coupled receptor signaling pathway`GO:0045823^biological_process^positive regulation of heart contraction	GO:0004930^molecular_function^G protein-coupled receptor activity`GO:0007186^biological_process^G protein-coupled receptor signaling pathway`GO:0016021^cellular_component^integral component of membrane	RPACG00000024565.1	OLFACTORY RECEPTOR AND ADENOSINE RECEPTOR	K04134
OG0011131							
OG0011783	riftia	.	.	.	RPACG00000035563.1	NO HIT
OG0012142	riftia	GO:0062023^cellular_component^collagen-containing extracellular matrix`GO:0005737^cellular_component^cytoplasm`GO:0005829^cellular_component^cytosol`GO:0070062^cellular_component^extracellular exosome`GO:0005615^cellular_component^extracellular space`GO:0005794^cellular_component^Golgi apparatus`GO:0016020^cellular_component^membrane`GO:0005654^cellular_component^nucleoplasm`GO:0005634^cellular_component^nucleus`GO:0043027^molecular_function^cysteine-type endopeptidase inhibitor activity involved in apoptotic process`GO:0002020^molecular_function^protease binding`GO:0004867^molecular_function^serine-type endopeptidase inhibitor activity`GO:0071391^biological_process^cellular response to estrogen stimulus`GO:0006955^biological_process^immune response`GO:0002448^biological_process^mast cell mediated immunity`GO:0033668^biological_process^negative regulation by symbiont of host apoptotic process`GO:0043066^biological_process^negative regulation of apoptotic process`GO:0010951^biological_process^negative regulation of endopeptidase activity`GO:0010628^biological_process^positive regulation of gene expression`GO:0042270^biological_process^protection from natural killer cell mediated cytotoxicity`GO:0009617^biological_process^response to bacterium	GO:0062023^cellular_component^collagen-containing extracellular matrix`GO:0005737^cellular_component^cytoplasm`GO:0005829^cellular_component^cytosol`GO:0070062^cellular_component^extracellular exosome`GO:0005615^cellular_component^extracellular space`GO:0005794^cellular_component^Golgi apparatus`GO:0016020^cellular_component^membrane`GO:0005654^cellular_component^nucleoplasm`GO:0005634^cellular_component^nucleus`GO:0043027^molecular_function^cysteine-type endopeptidase inhibitor activity involved in apoptotic process`GO:0002020^molecular_function^protease binding`GO:0004867^molecular_function^serine-type endopeptidase inhibitor activity`GO:0071391^biological_process^cellular response to estrogen stimulus`GO:0006955^biological_process^immune response`GO:0002448^biological_process^mast cell mediated immunity`GO:0033668^biological_process^negative regulation by symbiont of host apoptotic process`GO:0043066^biological_process^negative regulation of apoptotic process`GO:0010951^biological_process^negative regulation of endopeptidase activity`GO:0010628^biological_process^positive regulation of gene expression`GO:0042270^biological_process^protection from natural killer cell mediated cytotoxicity`GO:0009617^biological_process^response to bacterium	.	RPACG00000008205.1	SERINE PROTEASE INHIBITOR SERPIN	K13963
OG0012142	riftia	GO:0005737^cellular_component^cytoplasm`GO:0005829^cellular_component^cytosol`GO:0005615^cellular_component^extracellular space`GO:0004867^molecular_function^serine-type endopeptidase inhibitor activity`GO:0090136^biological_process^epithelial cell-cell adhesion`GO:0010951^biological_process^negative regulation of endopeptidase activity	GO:0005737^cellular_component^cytoplasm`GO:0005829^cellular_component^cytosol`GO:0005615^cellular_component^extracellular space`GO:0004867^molecular_function^serine-type endopeptidase inhibitor activity`GO:0090136^biological_process^epithelial cell-cell adhesion`GO:0010951^biological_process^negative regulation of endopeptidase activity	.	RPACG00000028166.1	ANTITHROMBIN-III	K13963
