OG0006611	riftia	.	.	.	RPACG00000033696.1	NO HIT
OG0051669	riftia	GO:0009986^cellular_component^cell surface`GO:0062023^cellular_component^collagen-containing extracellular matrix`GO:0005576^cellular_component^extracellular region`GO:0005615^cellular_component^extracellular space`GO:0098978^cellular_component^glutamatergic synapse`GO:0045121^cellular_component^membrane raft`GO:0072534^cellular_component^perineuronal net`GO:0098685^cellular_component^Schaffer collateral - CA1 synapse`GO:0005102^molecular_function^signaling receptor binding`GO:0008306^biological_process^associative learning`GO:0007411^biological_process^axon guidance`GO:0007155^biological_process^cell adhesion`GO:0030198^biological_process^extracellular matrix organization`GO:0035641^biological_process^locomotory exploration behavior`GO:0060291^biological_process^long-term synaptic potentiation`GO:0048692^biological_process^negative regulation of axon extension involved in regeneration`GO:0022408^biological_process^negative regulation of cell-cell adhesion`GO:0050805^biological_process^negative regulation of synaptic transmission`GO:0050885^biological_process^neuromuscular process controlling balance`GO:0007158^biological_process^neuron cell-cell adhesion`GO:0051968^biological_process^positive regulation of synaptic transmission glutamatergic`GO:0051971^biological_process^positive regulation of transmission of nerve impulse`GO:0050808^biological_process^synapse organization`GO:0022029^biological_process^telencephalon cell migration	GO:0009986^cellular_component^cell surface`GO:0062023^cellular_component^collagen-containing extracellular matrix`GO:0005576^cellular_component^extracellular region`GO:0005615^cellular_component^extracellular space`GO:0098978^cellular_component^glutamatergic synapse`GO:0045121^cellular_component^membrane raft`GO:0072534^cellular_component^perineuronal net`GO:0098685^cellular_component^Schaffer collateral - CA1 synapse`GO:0005102^molecular_function^signaling receptor binding`GO:0008306^biological_process^associative learning`GO:0007411^biological_process^axon guidance`GO:0007155^biological_process^cell adhesion`GO:0030198^biological_process^extracellular matrix organization`GO:0035641^biological_process^locomotory exploration behavior`GO:0060291^biological_process^long-term synaptic potentiation`GO:0048692^biological_process^negative regulation of axon extension involved in regeneration`GO:0022408^biological_process^negative regulation of cell-cell adhesion`GO:0050805^biological_process^negative regulation of synaptic transmission`GO:0050885^biological_process^neuromuscular process controlling balance`GO:0007158^biological_process^neuron cell-cell adhesion`GO:0051968^biological_process^positive regulation of synaptic transmission glutamatergic`GO:0051971^biological_process^positive regulation of transmission of nerve impulse`GO:0050808^biological_process^synapse organization`GO:0022029^biological_process^telencephalon cell migration	.	RPACG00000018453.1	FIBRINOGEN/TENASCIN/ANGIOPOEITIN	K10104
OG0051671	riftia	.	.	.	RPACG00000003183.1	NO HIT
OG0051675	riftia	.	.	.	RPACG00000001086.1	E3 UBIQUITIN-PROTEIN LIGASE CCNB1IP1 HOMOLOG	
OG0051689	riftia	GO:0016324^cellular_component^apical plasma membrane`GO:0030424^cellular_component^axon`GO:0005938^cellular_component^cell cortex`GO:0009986^cellular_component^cell surface`GO:0035253^cellular_component^ciliary rootlet`GO:0043198^cellular_component^dendritic shaft`GO:0005789^cellular_component^endoplasmic reticulum membrane`GO:0070765^cellular_component^gamma-secretase complex`GO:0000139^cellular_component^Golgi membrane`GO:0030426^cellular_component^growth cone`GO:0005887^cellular_component^integral component of plasma membrane`GO:0005765^cellular_component^lysosomal membrane`GO:0045121^cellular_component^membrane raft`GO:0005743^cellular_component^mitochondrial inner membrane`GO:0031594^cellular_component^neuromuscular junction`GO:0043025^cellular_component^neuronal cell body`GO:0005634^cellular_component^nucleus`GO:0048471^cellular_component^perinuclear region of cytoplasm`GO:0030018^cellular_component^Z disc`GO:0004190^molecular_function^aspartic-type endopeptidase activity`GO:0004175^molecular_function^endopeptidase activity`GO:0042987^biological_process^amyloid precursor protein catabolic process`GO:0034205^biological_process^amyloid-beta formation`GO:0050435^biological_process^amyloid-beta metabolic process`GO:0006915^biological_process^apoptotic process`GO:0006816^biological_process^calcium ion transport`GO:0006509^biological_process^membrane protein ectodomain proteolysis`GO:0043066^biological_process^negative regulation of apoptotic process`GO:0007220^biological_process^Notch receptor processing`GO:0035333^biological_process^Notch receptor processing ligand-dependent`GO:0007219^biological_process^Notch signaling pathway`GO:0016485^biological_process^protein processing`GO:0006508^biological_process^proteolysis	GO:0016324^cellular_component^apical plasma membrane`GO:0030424^cellular_component^axon`GO:0005938^cellular_component^cell cortex`GO:0009986^cellular_component^cell surface`GO:0035253^cellular_component^ciliary rootlet`GO:0043198^cellular_component^dendritic shaft`GO:0005789^cellular_component^endoplasmic reticulum membrane`GO:0070765^cellular_component^gamma-secretase complex`GO:0000139^cellular_component^Golgi membrane`GO:0030426^cellular_component^growth cone`GO:0005887^cellular_component^integral component of plasma membrane`GO:0005765^cellular_component^lysosomal membrane`GO:0045121^cellular_component^membrane raft`GO:0005743^cellular_component^mitochondrial inner membrane`GO:0031594^cellular_component^neuromuscular junction`GO:0043025^cellular_component^neuronal cell body`GO:0005634^cellular_component^nucleus`GO:0048471^cellular_component^perinuclear region of cytoplasm`GO:0030018^cellular_component^Z disc`GO:0004190^molecular_function^aspartic-type endopeptidase activity`GO:0004175^molecular_function^endopeptidase activity`GO:0042987^biological_process^amyloid precursor protein catabolic process`GO:0034205^biological_process^amyloid-beta formation`GO:0050435^biological_process^amyloid-beta metabolic process`GO:0006915^biological_process^apoptotic process`GO:0006816^biological_process^calcium ion transport`GO:0006509^biological_process^membrane protein ectodomain proteolysis`GO:0043066^biological_process^negative regulation of apoptotic process`GO:0007220^biological_process^Notch receptor processing`GO:0035333^biological_process^Notch receptor processing ligand-dependent`GO:0007219^biological_process^Notch signaling pathway`GO:0016485^biological_process^protein processing`GO:0006508^biological_process^proteolysis	.	RPACG00000001164.1	PRESENILIN-2	
OG0051691	riftia	GO:0000981^molecular_function^DNA-binding transcription factor activity RNA polymerase II-specific`GO:0046872^molecular_function^metal ion binding`GO:0000978^molecular_function^RNA polymerase II cis-regulatory region sequence-specific DNA binding`GO:0006357^biological_process^regulation of transcription by RNA polymerase II	GO:0000981^molecular_function^DNA-binding transcription factor activity RNA polymerase II-specific`GO:0046872^molecular_function^metal ion binding`GO:0000978^molecular_function^RNA polymerase II cis-regulatory region sequence-specific DNA binding`GO:0006357^biological_process^regulation of transcription by RNA polymerase II	.	RPACG00000025832.1	SODIUM CHANNEL PROTEIN 60E	
OG0051700	riftia	.	.	.	RPACG00000013021.1	NO HIT
OG0051704	riftia	.	.	.	RPACG00000035792.1	NO HIT
OG0051708	riftia	.	.	.	RPACG00000020808.1	NO HIT
OG0051711	riftia	.	.	.	RPACG00000014208.1	NO HIT
OG0051721	riftia	.	.	.	RPACG00000023644.1	NO HIT
OG0051732	riftia	.	.	.	RPACG00000021085.1	NO HIT
OG0051735	riftia	.	.	.	RPACG00000004067.1	NO HIT
OG0051740	riftia	.	.	.	RPACG00000018548.1	NO HIT
OG0051750	riftia	GO:0005829^cellular_component^cytosol`GO:0016020^cellular_component^membrane`GO:0043204^cellular_component^perikaryon`GO:0047555^molecular_function^3' 5'-cyclic-GMP phosphodiesterase activity`GO:0004114^molecular_function^3' 5'-cyclic-nucleotide phosphodiesterase activity`GO:0030552^molecular_function^cAMP binding`GO:0030553^molecular_function^cGMP binding`GO:0004118^molecular_function^cGMP-stimulated cyclic-nucleotide phosphodiesterase activity`GO:0046872^molecular_function^metal ion binding`GO:0006198^biological_process^cAMP catabolic process`GO:0046069^biological_process^cGMP catabolic process`GO:0007186^biological_process^G protein-coupled receptor signaling pathway`GO:0043951^biological_process^negative regulation of cAMP-mediated signaling`GO:0010754^biological_process^negative regulation of cGMP-mediated signaling`GO:0010738^biological_process^regulation of protein kinase A signaling`GO:0007165^biological_process^signal transduction	GO:0005829^cellular_component^cytosol`GO:0016020^cellular_component^membrane`GO:0043204^cellular_component^perikaryon`GO:0047555^molecular_function^3' 5'-cyclic-GMP phosphodiesterase activity`GO:0004114^molecular_function^3' 5'-cyclic-nucleotide phosphodiesterase activity`GO:0030552^molecular_function^cAMP binding`GO:0030553^molecular_function^cGMP binding`GO:0004118^molecular_function^cGMP-stimulated cyclic-nucleotide phosphodiesterase activity`GO:0046872^molecular_function^metal ion binding`GO:0006198^biological_process^cAMP catabolic process`GO:0046069^biological_process^cGMP catabolic process`GO:0007186^biological_process^G protein-coupled receptor signaling pathway`GO:0043951^biological_process^negative regulation of cAMP-mediated signaling`GO:0010754^biological_process^negative regulation of cGMP-mediated signaling`GO:0010738^biological_process^regulation of protein kinase A signaling`GO:0007165^biological_process^signal transduction	GO:0005515^molecular_function^protein binding	RPACG00000026762.1	CAMP AND CAMP-INHIBITED CGMP 3' 5'-CYCLIC PHOSPHODIESTERASE 10A	K18438
OG0051754	riftia	.	.	.	RPACG00000028177.1	NO HIT
OG0051756	riftia	.	.	.	RPACG00000022013.1	NO HIT
OG0051761	riftia	GO:0016324^cellular_component^apical plasma membrane`GO:0098591^cellular_component^external side of apical plasma membrane`GO:0000139^cellular_component^Golgi membrane`GO:0016021^cellular_component^integral component of membrane`GO:0046581^cellular_component^intercellular canaliculus`GO:0005739^cellular_component^mitochondrion`GO:0005886^cellular_component^plasma membrane`GO:0005524^molecular_function^ATP binding`GO:0016887^molecular_function^ATPase activity`GO:0042626^molecular_function^ATPase-coupled transmembrane transporter activity`GO:0008559^molecular_function^ATPase-coupled xenobiotic transmembrane transporter activity`GO:0099038^molecular_function^ceramide floppase activity`GO:0140328^molecular_function^floppase activity`GO:0090554^molecular_function^phosphatidylcholine floppase activity`GO:0090555^molecular_function^phosphatidylethanolamine flippase activity`GO:0099040^biological_process^ceramide translocation`GO:0014045^biological_process^establishment of endothelial blood-brain barrier`GO:0045332^biological_process^phospholipid translocation`GO:0042493^biological_process^response to drug`GO:0061843^biological_process^Sertoli cell barrier remodeling	GO:0016324^cellular_component^apical plasma membrane`GO:0098591^cellular_component^external side of apical plasma membrane`GO:0000139^cellular_component^Golgi membrane`GO:0016021^cellular_component^integral component of membrane`GO:0046581^cellular_component^intercellular canaliculus`GO:0005739^cellular_component^mitochondrion`GO:0005886^cellular_component^plasma membrane`GO:0005524^molecular_function^ATP binding`GO:0016887^molecular_function^ATPase activity`GO:0042626^molecular_function^ATPase-coupled transmembrane transporter activity`GO:0008559^molecular_function^ATPase-coupled xenobiotic transmembrane transporter activity`GO:0099038^molecular_function^ceramide floppase activity`GO:0140328^molecular_function^floppase activity`GO:0090554^molecular_function^phosphatidylcholine floppase activity`GO:0090555^molecular_function^phosphatidylethanolamine flippase activity`GO:0099040^biological_process^ceramide translocation`GO:0014045^biological_process^establishment of endothelial blood-brain barrier`GO:0045332^biological_process^phospholipid translocation`GO:0042493^biological_process^response to drug`GO:0061843^biological_process^Sertoli cell barrier remodeling	GO:0005524^molecular_function^ATP binding`GO:0016887^molecular_function^ATPase activity	RPACG00000008225.1	ATP-BINDING CASSETTE SUB-FAMILY B (MDR/TAP) MEMBER 4	K05658
OG0051769	riftia	GO:0005737^cellular_component^cytoplasm`GO:0005887^cellular_component^integral component of plasma membrane`GO:0043005^cellular_component^neuron projection`GO:0005634^cellular_component^nucleus`GO:0005886^cellular_component^plasma membrane`GO:0050839^molecular_function^cell adhesion molecule binding`GO:0046982^molecular_function^protein heterodimerization activity`GO:0042803^molecular_function^protein homodimerization activity`GO:0060912^biological_process^cardiac cell fate specification`GO:0060038^biological_process^cardiac muscle cell proliferation`GO:0032289^biological_process^central nervous system myelin formation`GO:0001702^biological_process^gastrulation with mouth forming second`GO:0007157^biological_process^heterophilic cell-cell adhesion via plasma membrane cell adhesion molecules`GO:0048666^biological_process^neuron development`GO:2000543^biological_process^positive regulation of gastrulation`GO:0031643^biological_process^positive regulation of myelination`GO:0048714^biological_process^positive regulation of oligodendrocyte differentiation`GO:0031641^biological_process^regulation of myelination`GO:0007165^biological_process^signal transduction	GO:0005737^cellular_component^cytoplasm`GO:0005887^cellular_component^integral component of plasma membrane`GO:0043005^cellular_component^neuron projection`GO:0005634^cellular_component^nucleus`GO:0005886^cellular_component^plasma membrane`GO:0050839^molecular_function^cell adhesion molecule binding`GO:0046982^molecular_function^protein heterodimerization activity`GO:0042803^molecular_function^protein homodimerization activity`GO:0060912^biological_process^cardiac cell fate specification`GO:0060038^biological_process^cardiac muscle cell proliferation`GO:0032289^biological_process^central nervous system myelin formation`GO:0001702^biological_process^gastrulation with mouth forming second`GO:0007157^biological_process^heterophilic cell-cell adhesion via plasma membrane cell adhesion molecules`GO:0048666^biological_process^neuron development`GO:2000543^biological_process^positive regulation of gastrulation`GO:0031643^biological_process^positive regulation of myelination`GO:0048714^biological_process^positive regulation of oligodendrocyte differentiation`GO:0031641^biological_process^regulation of myelination`GO:0007165^biological_process^signal transduction	.	RPACG00000017655.1	NO HIT
OG0051772	riftia	GO:0016021^cellular_component^integral component of membrane`GO:0005524^molecular_function^ATP binding`GO:0005007^molecular_function^fibroblast growth factor-activated receptor activity`GO:0008284^biological_process^positive regulation of cell population proliferation	GO:0016021^cellular_component^integral component of membrane`GO:0005524^molecular_function^ATP binding`GO:0005007^molecular_function^fibroblast growth factor-activated receptor activity`GO:0008284^biological_process^positive regulation of cell population proliferation	GO:0004672^molecular_function^protein kinase activity`GO:0006468^biological_process^protein phosphorylation	RPACG00000004176.1	PROTEIN CBG00445	
OG0051797	riftia	GO:0032579^cellular_component^apical lamina of hyaline layer`GO:0031410^cellular_component^cytoplasmic vesicle`GO:0005615^cellular_component^extracellular space`GO:0009374^molecular_function^biotin binding`GO:0005509^molecular_function^calcium ion binding	GO:0032579^cellular_component^apical lamina of hyaline layer`GO:0031410^cellular_component^cytoplasmic vesicle`GO:0005615^cellular_component^extracellular space`GO:0009374^molecular_function^biotin binding`GO:0005509^molecular_function^calcium ion binding	GO:0005509^molecular_function^calcium ion binding	RPACG00000018451.1	SI:CH73-281K2.5	
OG0051798	riftia	.	.	.	RPACG00000035641.1	NO HIT
OG0051808	riftia	.	.	.	RPACG00000013326.1	NO HIT
