



CapteT149515
CapteT149543
CapteT149569
CapteT149571
CapteT149583
CapteT149599
CapteT1495	K09660
CapteT187482	K00670	
CapteT187483
CapteT187484
CapteT187485
CapteT187486
CapteT187487
CapteT187489
CapteT206463	K20123	
CapteT21356	
CapteT213562
CapteT213563
CapteT213564
CapteT213568
CapteT213569
CapteT213695
CapteT213697
CapteT213699
CapteT21369	K21798
K01596
K01783
K04233	
K06944
K07762
K08838	
K10434
K11128
K14389
K17286
K17352
K19765	
OG0000121							
OG0000121							
OG0000121	capitella			\tCapteT101426	K07190	
OG0000192	owenia	GO:0016324^cellular_component^apical plasma membrane`GO:0005737^cellular_component^cytoplasm`GO:0005789^cellular_component^endoplasmic reticulum membrane`GO:0016021^cellular_component^integral component of membrane`GO:0043231^cellular_component^intracellular membrane-bounded organelle`GO:0018685^molecular_function^alkane 1-monooxygenase activity`GO:0008392^molecular_function^arachidonic acid epoxygenase activity`GO:0008391^molecular_function^arachidonic acid monooxygenase activity`GO:0070330^molecular_function^aromatase activity`GO:0020037^molecular_function^heme binding`GO:0005506^molecular_function^iron ion binding`GO:0050051^molecular_function^leukotriene-B4 20-monooxygenase activity`GO:0004497^molecular_function^monooxygenase activity`GO:0019369^biological_process^arachidonic acid metabolic process`GO:0017144^biological_process^drug metabolic process`GO:0019373^biological_process^epoxygenase P450 pathway`GO:0036101^biological_process^leukotriene B4 catabolic process`GO:0001676^biological_process^long-chain fatty acid metabolic process`GO:0042361^biological_process^menaquinone catabolic process`GO:0055114^biological_process^oxidation-reduction process`GO:0042376^biological_process^phylloquinone catabolic process`GO:0003095^biological_process^pressure natriuresis`GO:0003091^biological_process^renal water homeostasis`GO:0055078^biological_process^sodium ion homeostasis`GO:0000038^biological_process^very long-chain fatty acid metabolic process`GO:0042360^biological_process^vitamin E metabolic process`GO:0042377^biological_process^vitamin K catabolic process	GO:0016324^cellular_component^apical plasma membrane`GO:0005737^cellular_component^cytoplasm`GO:0005789^cellular_component^endoplasmic reticulum membrane`GO:0016021^cellular_component^integral component of membrane`GO:0043231^cellular_component^intracellular membrane-bounded organelle`GO:0018685^molecular_function^alkane 1-monooxygenase activity`GO:0008392^molecular_function^arachidonic acid epoxygenase activity`GO:0008391^molecular_function^arachidonic acid monooxygenase activity`GO:0070330^molecular_function^aromatase activity`GO:0020037^molecular_function^heme binding`GO:0005506^molecular_function^iron ion binding`GO:0050051^molecular_function^leukotriene-B4 20-monooxygenase activity`GO:0004497^molecular_function^monooxygenase activity`GO:0019369^biological_process^arachidonic acid metabolic process`GO:0017144^biological_process^drug metabolic process`GO:0019373^biological_process^epoxygenase P450 pathway`GO:0036101^biological_process^leukotriene B4 catabolic process`GO:0001676^biological_process^long-chain fatty acid metabolic process`GO:0042361^biological_process^menaquinone catabolic process`GO:0055114^biological_process^oxidation-reduction process`GO:0042376^biological_process^phylloquinone catabolic process`GO:0003095^biological_process^pressure natriuresis`GO:0003091^biological_process^renal water homeostasis`GO:0055078^biological_process^sodium ion homeostasis`GO:0000038^biological_process^very long-chain fatty acid metabolic process`GO:0042360^biological_process^vitamin E metabolic process`GO:0042377^biological_process^vitamin K catabolic process	"GO:0005506^molecular_function^iron ion binding`GO:0016705^molecular_function^oxidoreductase activity acting on paired donors with incorporation or reduction of molecular oxygen`GO:0020037^molecular_function^heme binding`GO:0055114^biological_process^oxidation-reduction process"	OFUSG22292.1	CYTOCHROME P450 FAMILY 4	
OG0000192	riftia	GO:0005789^cellular_component^endoplasmic reticulum membrane`GO:0043231^cellular_component^intracellular membrane-bounded organelle`GO:0050544^molecular_function^arachidonic acid binding`GO:0008391^molecular_function^arachidonic acid monooxygenase activity`GO:0020037^molecular_function^heme binding`GO:0005506^molecular_function^iron ion binding`GO:0050051^molecular_function^leukotriene-B4 20-monooxygenase activity`GO:0019369^biological_process^arachidonic acid metabolic process`GO:0006690^biological_process^icosanoid metabolic process`GO:0036101^biological_process^leukotriene B4 catabolic process`GO:0042361^biological_process^menaquinone catabolic process`GO:0097267^biological_process^omega-hydroxylase P450 pathway`GO:0042376^biological_process^phylloquinone catabolic process`GO:0042377^biological_process^vitamin K catabolic process	GO:0005789^cellular_component^endoplasmic reticulum membrane`GO:0043231^cellular_component^intracellular membrane-bounded organelle`GO:0050544^molecular_function^arachidonic acid binding`GO:0008391^molecular_function^arachidonic acid monooxygenase activity`GO:0020037^molecular_function^heme binding`GO:0005506^molecular_function^iron ion binding`GO:0050051^molecular_function^leukotriene-B4 20-monooxygenase activity`GO:0019369^biological_process^arachidonic acid metabolic process`GO:0006690^biological_process^icosanoid metabolic process`GO:0036101^biological_process^leukotriene B4 catabolic process`GO:0042361^biological_process^menaquinone catabolic process`GO:0097267^biological_process^omega-hydroxylase P450 pathway`GO:0042376^biological_process^phylloquinone catabolic process`GO:0042377^biological_process^vitamin K catabolic process	GO:0005506^molecular_function^iron ion binding`GO:0016705^molecular_function^oxidoreductase activity acting on paired donors with incorporation or reduction of molecular oxygen`GO:0020037^molecular_function^heme binding`GO:0055114^biological_process^oxidation-reduction process	RPACG00000014093.1	DOCOSAHEXAENOIC ACID OMEGA-HYDROXYLASE CYP4F3	K17726
OG0000192	riftia	GO:0005789^cellular_component^endoplasmic reticulum membrane`GO:0070330^molecular_function^aromatase activity`GO:0008144^molecular_function^drug binding`GO:0018585^molecular_function^fluorene oxygenase activity`GO:0020037^molecular_function^heme binding`GO:0005506^molecular_function^iron ion binding`GO:0019825^molecular_function^oxygen binding`GO:0015643^molecular_function^toxic substance binding`GO:0018879^biological_process^biphenyl metabolic process`GO:0042738^biological_process^exogenous drug catabolic process`GO:0018917^biological_process^fluorene metabolic process	GO:0005789^cellular_component^endoplasmic reticulum membrane`GO:0070330^molecular_function^aromatase activity`GO:0008144^molecular_function^drug binding`GO:0018585^molecular_function^fluorene oxygenase activity`GO:0020037^molecular_function^heme binding`GO:0005506^molecular_function^iron ion binding`GO:0019825^molecular_function^oxygen binding`GO:0015643^molecular_function^toxic substance binding`GO:0018879^biological_process^biphenyl metabolic process`GO:0042738^biological_process^exogenous drug catabolic process`GO:0018917^biological_process^fluorene metabolic process	GO:0005506^molecular_function^iron ion binding`GO:0016705^molecular_function^oxidoreductase activity acting on paired donors with incorporation or reduction of molecular oxygen`GO:0020037^molecular_function^heme binding`GO:0055114^biological_process^oxidation-reduction process	RPACG00000014092.1	CYTOCHROME P450 4F22	
OG0000232	capitella			\tCapteT113462	K17253	
OG0000232	capitella			\tCapteT117023	K07380	
OG0000232	capitella			\tCapteT117034	K17253	
OG0000232	capitella			\tCapteT122135	K06560	
OG0000232	capitella			\tCapteT124963	K17253	
OG0000232	capitella			\tCapteT218354	K06560	
OG0000232	capitella			\tCapteT40533	K06560	
OG0000232	capitella			\tCapteT57683	K04659	
OG0000232	capitella			\tCapteT75410	K17253	
OG0000232	capitella			\tCapteT77234		
OG0000232	capitella			\tCapteT79687	K06560	
OG0000232	capitella			\tCapteT87652	K24464	
OG0000232	capitella			\tCapteT92663	K06560	
OG0000232	lamellibrachia	GO:0005576^cellular_component^extracellular region`GO:0004181^molecular_function^metallocarboxypeptidase activity`GO:0008270^molecular_function^zinc ion binding`GO:0006518^biological_process^peptide metabolic process`GO:0016485^biological_process^protein processing	GO:0005576^cellular_component^extracellular region`GO:0004181^molecular_function^metallocarboxypeptidase activity`GO:0008270^molecular_function^zinc ion binding`GO:0006518^biological_process^peptide metabolic process`GO:0016485^biological_process^protein processing	.	FUN_008882-T1	SUBFAMILY NOT NAMED	K17253
OG0000232	osedax	GO:0005576^cellular_component^extracellular region`GO:0005615^cellular_component^extracellular space`GO:0019897^cellular_component^extrinsic component of plasma membrane`GO:0098984^cellular_component^neuron to neuron synapse`GO:0001917^cellular_component^photoreceptor inner segment`GO:0005547^molecular_function^phosphatidylinositol-3 4 5-trisphosphate binding`GO:0043325^molecular_function^phosphatidylinositol-3 4-bisphosphate binding`GO:0080025^molecular_function^phosphatidylinositol-3 5-bisphosphate binding`GO:0032266^molecular_function^phosphatidylinositol-3-phosphate binding`GO:0005546^molecular_function^phosphatidylinositol-4 5-bisphosphate binding`GO:0070273^molecular_function^phosphatidylinositol-4-phosphate binding`GO:0010314^molecular_function^phosphatidylinositol-5-phosphate binding`GO:0001786^molecular_function^phosphatidylserine binding`GO:0016062^biological_process^adaptation of rhodopsin mediated signaling`GO:0007155^biological_process^cell adhesion`GO:0051260^biological_process^protein homooligomerization`GO:0010842^biological_process^retina layer formation`GO:0007601^biological_process^visual perception	GO:0005576^cellular_component^extracellular region`GO:0005615^cellular_component^extracellular space`GO:0019897^cellular_component^extrinsic component of plasma membrane`GO:0098984^cellular_component^neuron to neuron synapse`GO:0001917^cellular_component^photoreceptor inner segment`GO:0005547^molecular_function^phosphatidylinositol-3 4 5-trisphosphate binding`GO:0043325^molecular_function^phosphatidylinositol-3 4-bisphosphate binding`GO:0080025^molecular_function^phosphatidylinositol-3 5-bisphosphate binding`GO:0032266^molecular_function^phosphatidylinositol-3-phosphate binding`GO:0005546^molecular_function^phosphatidylinositol-4 5-bisphosphate binding`GO:0070273^molecular_function^phosphatidylinositol-4-phosphate binding`GO:0010314^molecular_function^phosphatidylinositol-5-phosphate binding`GO:0001786^molecular_function^phosphatidylserine binding`GO:0016062^biological_process^adaptation of rhodopsin mediated signaling`GO:0007155^biological_process^cell adhesion`GO:0051260^biological_process^protein homooligomerization`GO:0010842^biological_process^retina layer formation`GO:0007601^biological_process^visual perception	.	OFRAG00000002064.1	MULTICOPPER OXIDASE-RELATED	K17253
OG0000232	owenia	"GO:0005576^cellular_component^extracellular region`GO:0005615^cellular_component^extracellular space`GO:0019897^cellular_component^extrinsic component of plasma membrane`GO:0098984^cellular_component^neuron to neuron synapse`GO:0001917^cellular_component^photoreceptor inner segment`GO:0005547^molecular_function^phosphatidylinositol-3 4 5-trisphosphate binding`GO:0043325^molecular_function^phosphatidylinositol-3 4-bisphosphate binding`GO:0080025^molecular_function^phosphatidylinositol-3 5-bisphosphate binding`GO:0032266^molecular_function^phosphatidylinositol-3-phosphate binding`GO:0005546^molecular_function^phosphatidylinositol-4 5-bisphosphate binding`GO:0070273^molecular_function^phosphatidylinositol-4-phosphate binding`GO:0010314^molecular_function^phosphatidylinositol-5-phosphate binding`GO:0001786^molecular_function^phosphatidylserine binding`GO:0016062^biological_process^adaptation of rhodopsin mediated signaling`GO:0007155^biological_process^cell adhesion`GO:0051260^biological_process^protein homooligomerization`GO:0010842^biological_process^retina layer formation`GO:0007601^biological_process^visual perception"	"GO:0005576^cellular_component^extracellular region`GO:0005615^cellular_component^extracellular space`GO:0019897^cellular_component^extrinsic component of plasma membrane`GO:0098984^cellular_component^neuron to neuron synapse`GO:0001917^cellular_component^photoreceptor inner segment`GO:0005547^molecular_function^phosphatidylinositol-3 4 5-trisphosphate binding`GO:0043325^molecular_function^phosphatidylinositol-3 4-bisphosphate binding`GO:0080025^molecular_function^phosphatidylinositol-3 5-bisphosphate binding`GO:0032266^molecular_function^phosphatidylinositol-3-phosphate binding`GO:0005546^molecular_function^phosphatidylinositol-4 5-bisphosphate binding`GO:0070273^molecular_function^phosphatidylinositol-4-phosphate binding`GO:0010314^molecular_function^phosphatidylinositol-5-phosphate binding`GO:0001786^molecular_function^phosphatidylserine binding`GO:0016062^biological_process^adaptation of rhodopsin mediated signaling`GO:0007155^biological_process^cell adhesion`GO:0051260^biological_process^protein homooligomerization`GO:0010842^biological_process^retina layer formation`GO:0007601^biological_process^visual perception"	.	OFUSG18016.1	MULTICOPPER OXIDASE-RELATED	K24469
OG0000232	owenia	GO:0005576^cellular_component^extracellular region`GO:0005886^cellular_component^plasma membrane`GO:0008289^molecular_function^lipid binding`GO:0007155^biological_process^cell adhesion`GO:0050896^biological_process^response to stimulus`GO:0007601^biological_process^visual perception	GO:0005576^cellular_component^extracellular region`GO:0005886^cellular_component^plasma membrane`GO:0008289^molecular_function^lipid binding`GO:0007155^biological_process^cell adhesion`GO:0050896^biological_process^response to stimulus`GO:0007601^biological_process^visual perception	.	OFUSG01943.1	MULTICOPPER OXIDASE-RELATED	
OG0000232	owenia	GO:0005576^cellular_component^extracellular region`GO:0016020^cellular_component^membrane`GO:0001525^biological_process^angiogenesis`GO:0007155^biological_process^cell adhesion`GO:0007338^biological_process^single fertilization	GO:0005576^cellular_component^extracellular region`GO:0016020^cellular_component^membrane`GO:0001525^biological_process^angiogenesis`GO:0007155^biological_process^cell adhesion`GO:0007338^biological_process^single fertilization	.	OFUSG16418.1	MULTICOPPER OXIDASE-RELATED	
OG0000232	owenia	GO:0005576^cellular_component^extracellular region`GO:0016020^cellular_component^membrane`GO:0001525^biological_process^angiogenesis`GO:0007155^biological_process^cell adhesion`GO:0007338^biological_process^single fertilization	GO:0005576^cellular_component^extracellular region`GO:0016020^cellular_component^membrane`GO:0001525^biological_process^angiogenesis`GO:0007155^biological_process^cell adhesion`GO:0007338^biological_process^single fertilization	.	OFUSG16420.3	MULTICOPPER OXIDASE-RELATED	K10955
OG0000232	owenia	GO:0005576^cellular_component^extracellular region`GO:0016020^cellular_component^membrane`GO:0001525^biological_process^angiogenesis`GO:0007155^biological_process^cell adhesion`GO:0007338^biological_process^single fertilization	GO:0005576^cellular_component^extracellular region`GO:0016020^cellular_component^membrane`GO:0001525^biological_process^angiogenesis`GO:0007155^biological_process^cell adhesion`GO:0007338^biological_process^single fertilization	.	OFUSG22981.1	MULTICOPPER OXIDASE-RELATED	
